folder,tr,te,imb,alpha,beta,kproto,K,acc,nll,brier,ece,smooth,t_fit,t_pred,n_train,n_test
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.1_k128,10000,10000,1.0,0.1,0.1,128.0,128.0,0.856173,0.75259,0.24443,0.108681,0.39759,437.93463073,2.41344688,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.1_k256,10000,10000,1.0,0.1,0.1,256.0,256.0,0.862455,0.974797,0.238783,0.100347,0.39099,421.2822919,3.16817056,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.1_k32,10000,10000,1.0,0.1,0.1,32.0,32.0,0.855018,0.517253,0.240241,0.101105,0.386485,151.33029079,1.50262433,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.1_k512,10000,10000,1.0,0.1,0.1,512.0,512.0,0.857762,1.516051,0.252295,0.119719,0.412042,774.50553222,6.84381248,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.1_k64,10000,10000,1.0,0.1,0.1,64.0,64.0,0.84491,0.629455,0.259829,0.114717,0.403943,524.53738367,2.94751772,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.2_k128,10000,10000,1.0,0.1,0.2,128.0,128.0,0.855162,0.826137,0.253649,0.116345,0.40902,411.82471988,3.47981671,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.2_k256,10000,10000,1.0,0.1,0.2,256.0,256.0,0.863032,1.00024,0.241212,0.10212,0.395236,933.24333309,5.60273366,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.2_k32,10000,10000,1.0,0.1,0.2,32.0,32.0,0.85639,0.5642,0.250709,0.113203,0.400937,208.10349433,0.66580393,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.2_k512,10000,10000,1.0,0.1,0.2,512.0,512.0,0.857834,1.524796,0.253357,0.12056,0.413249,226.60379322,3.72340461,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.2_k64,10000,10000,1.0,0.1,0.2,64.0,64.0,0.846065,0.69209,0.271097,0.125887,0.419257,255.95997825,0.58990303,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.1_b0.3_k32,10000,10000,1.0,0.1,0.3,32.0,32.0,0.856606,0.59334,0.25875,0.120424,0.40851,168.06772391,0.73587559,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.01_k128,10000,10000,1.0,0.4,0.01,128.0,128.0,0.855812,0.50345,0.226387,0.090551,0.366654,543.39701656,0.85157429,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.01_k256,10000,10000,1.0,0.4,0.01,256.0,256.0,0.858989,0.699187,0.235343,0.096869,0.383998,530.65348423,3.70164915,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.01_k32,10000,10000,1.0,0.4,0.01,32.0,32.0,0.839783,0.38312,0.235038,0.057887,0.294859,253.92256839,1.88315931,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.01_k512,10000,10000,1.0,0.4,0.01,512.0,512.0,0.856895,1.0567,0.250378,0.119152,0.409299,426.6674526,5.31311789,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.01_k64,10000,10000,1.0,0.4,0.01,64.0,64.0,0.839567,0.404078,0.236168,0.080355,0.336131,592.93846249,3.63070989,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.3_k128,10000,10000,1.0,0.4,0.3,128.0,128.0,0.854801,0.600402,0.249637,0.112114,0.400278,537.02338645,2.57141204,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.3_k256,10000,10000,1.0,0.4,0.3,256.0,256.0,0.861949,0.741642,0.240915,0.101241,0.394191,522.38937427,3.60849012,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.3_k32,10000,10000,1.0,0.4,0.3,32.0,32.0,0.855668,0.426129,0.240666,0.092057,0.364098,317.99297035,0.72645265,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.3_k512,10000,10000,1.0,0.4,0.3,512.0,512.0,0.85769,1.078299,0.252494,0.119917,0.411886,471.68503984,4.55921395,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.3_k64,10000,10000,1.0,0.4,0.3,64.0,64.0,0.845776,0.514122,0.26358,0.117134,0.399761,399.59501356,0.55944467,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.7_k128,10000,10000,1.0,0.4,0.7,128.0,128.0,0.853863,0.625675,0.257917,0.120091,0.408321,756.33469887,2.96678188,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.7_k256,10000,10000,1.0,0.4,0.7,256.0,256.0,0.861444,0.773089,0.245146,0.105569,0.399539,600.50968861,2.61569097,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.7_k32,10000,10000,1.0,0.4,0.7,32.0,32.0,0.85343,0.44859,0.253764,0.102562,0.367437,247.65748225,0.93848288,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.7_k512,10000,10000,1.0,0.4,0.7,512.0,512.0,0.857834,1.106007,0.254935,0.120665,0.413916,316.08100991,4.52231986,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.7_k64,10000,10000,1.0,0.4,0.7,64.0,64.0,0.845415,0.533128,0.272954,0.125436,0.407233,409.0429423,2.12643677,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.9_k128,10000,10000,1.0,0.4,0.9,128.0,128.0,0.853574,0.63238,0.260836,0.122333,0.409641,353.35728936,2.32893331,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.9_k256,10000,10000,1.0,0.4,0.9,256.0,256.0,0.861805,0.782503,0.247067,0.108853,0.401245,879.67291099,4.375275,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.9_k32,10000,10000,1.0,0.4,0.9,32.0,32.0,0.851625,0.458706,0.259591,0.106528,0.365722,386.36959854,3.4390123,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.9_k512,10000,10000,1.0,0.4,0.9,512.0,512.0,0.858412,1.11737,0.256335,0.121833,0.414608,490.12369074,3.98479624,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.4_b0.9_k64,10000,10000,1.0,0.4,0.9,64.0,64.0,0.844982,0.537757,0.276127,0.127922,0.407644,274.95009365,1.46422903,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.1_k128,10000,10000,1.0,0.5,0.1,128.0,128.0,0.856606,0.51136,0.235464,0.098514,0.381268,475.47145399,0.99175774,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.1_k256,10000,10000,1.0,0.5,0.1,256.0,256.0,0.861011,0.653877,0.236575,0.098712,0.386409,386.6600264,0.80906169,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.1_k32,10000,10000,1.0,0.5,0.1,32.0,32.0,0.853285,0.382654,0.226436,0.066707,0.333682,202.42421645,0.5420126,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.1_k512,10000,10000,1.0,0.5,0.1,512.0,512.0,0.856823,0.957825,0.250232,0.118732,0.408843,405.00924532,4.93144945,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.1_k64,10000,10000,1.0,0.5,0.1,64.0,64.0,0.844043,0.452221,0.248499,0.097487,0.374987,303.08344743,1.66349727,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.2_k128,10000,10000,1.0,0.5,0.2,128.0,128.0,0.855523,0.532659,0.241414,0.104238,0.388899,547.7181545,2.55047284,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.2_k256,10000,10000,1.0,0.5,0.2,256.0,256.0,0.861372,0.666321,0.238429,0.101328,0.389445,454.25671144,1.36862637,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.2_k32,10000,10000,1.0,0.5,0.2,32.0,32.0,0.855596,0.391619,0.230401,0.074538,0.340731,222.89874109,2.48405568,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.2_k512,10000,10000,1.0,0.5,0.2,512.0,512.0,0.856968,0.964625,0.250938,0.118834,0.409628,403.36103034,4.16980386,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.2_k64,10000,10000,1.0,0.5,0.2,64.0,64.0,0.845054,0.466972,0.253894,0.104367,0.383694,351.88668986,0.54065799,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.3_k128,10000,10000,1.0,0.5,0.3,128.0,128.0,0.854874,0.544297,0.245351,0.107376,0.393064,524.59422627,0.65602615,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.3_k256,10000,10000,1.0,0.5,0.3,256.0,256.0,0.861588,0.676228,0.239605,0.101386,0.391541,468.06358889,4.46739542,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.3_k32,10000,10000,1.0,0.5,0.3,32.0,32.0,0.855812,0.399162,0.234614,0.079042,0.344209,186.27264074,1.63164401,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.3_k512,10000,10000,1.0,0.5,0.3,512.0,512.0,0.857401,0.970864,0.251442,0.118887,0.410334,475.75901389,1.97454183,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.3_k64,10000,10000,1.0,0.5,0.3,64.0,64.0,0.845415,0.475385,0.258148,0.10944,0.387991,358.9993648,2.51714116,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.4_k128,10000,10000,1.0,0.5,0.4,128.0,128.0,0.854585,0.551641,0.248101,0.110731,0.395799,467.37372432,1.85946881,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.4_k256,10000,10000,1.0,0.5,0.4,256.0,256.0,0.861372,0.684097,0.240586,0.100695,0.393096,430.40952609,2.97739363,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.4_k32,10000,10000,1.0,0.5,0.4,32.0,32.0,0.855235,0.404824,0.23801,0.082264,0.346055,222.46477343,1.85802977,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.4_k512,10000,10000,1.0,0.5,0.4,512.0,512.0,0.85769,0.977367,0.2521,0.119358,0.41095,558.65568073,3.62393644,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.5_b0.4_k64,10000,10000,1.0,0.5,0.4,64.0,64.0,0.84556,0.480733,0.261029,0.112864,0.390791,356.87588514,3.58722433,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.8_b0.01_k128,10000,10000,1.0,0.8,0.01,128.0,128.0,0.854801,0.374707,0.215828,0.069653,0.333421,862.42600193,2.98597583,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.8_b0.01_k256,10000,10000,1.0,0.8,0.01,256.0,256.0,0.858412,0.477166,0.227848,0.084693,0.365935,367.73047389,2.1547176,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.8_b0.01_k32,10000,10000,1.0,0.8,0.01,32.0,32.0,0.832347,0.383872,0.237751,0.064174,0.208343,183.7016246,1.93054944,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.8_b0.01_k512,10000,10000,1.0,0.8,0.01,512.0,512.0,0.856895,0.662159,0.242981,0.111322,0.397051,437.25818563,5.18077199,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb1_a0.8_b0.01_k64,10000,10000,1.0,0.8,0.01,64.0,64.0,0.83509,0.367368,0.23114,0.049626,0.294708,262.94974643,0.55795663,18000.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.1_k128,10000,10000,8.0,0.5,0.1,128.0,128.0,0.866498,0.464755,0.211813,0.078662,0.261521,292.60463972,3.47781066,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.1_k256,10000,10000,8.0,0.5,0.1,256.0,256.0,0.858412,0.743088,0.235651,0.098841,0.24797,109.68726632,0.75439826,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.1_k32,10000,10000,8.0,0.5,0.1,32.0,32.0,0.861588,0.344966,0.210372,0.056194,0.222098,139.90583047,2.5366715,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.1_k512,10000,10000,8.0,0.5,0.1,512.0,512.0,0.865487,0.924856,0.229118,0.086091,0.238176,257.56810516,2.82278569,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.1_k64,10000,10000,8.0,0.5,0.1,64.0,64.0,0.856679,0.405237,0.223112,0.081079,0.225207,133.73038565,1.31946175,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.2_k128,10000,10000,8.0,0.5,0.2,128.0,128.0,0.867653,0.476926,0.214707,0.084394,0.273159,125.21153742,1.13580696,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.2_k256,10000,10000,8.0,0.5,0.2,256.0,256.0,0.859134,0.749859,0.236262,0.100462,0.253771,165.7063204,3.0624951,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.2_k32,10000,10000,8.0,0.5,0.2,32.0,32.0,0.86,0.356755,0.217588,0.066233,0.231019,118.47020877,1.37801566,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.2_k512,10000,10000,8.0,0.5,0.2,512.0,512.0,0.865848,0.92943,0.230619,0.088827,0.240674,150.51395004,4.0021791,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.2_k64,10000,10000,8.0,0.5,0.2,64.0,64.0,0.852924,0.419156,0.229955,0.092454,0.23289,235.43755162,3.06556724,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.3_k128,10000,10000,8.0,0.5,0.3,128.0,128.0,0.86787,0.485211,0.217078,0.088329,0.279533,251.69284817,3.66161902,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.3_k256,10000,10000,8.0,0.5,0.3,256.0,256.0,0.858339,0.756136,0.237152,0.102913,0.257349,106.71197565,1.10372224,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.3_k32,10000,10000,8.0,0.5,0.3,32.0,32.0,0.858989,0.363327,0.221895,0.070426,0.234295,173.63879555,2.11449192,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.3_k512,10000,10000,8.0,0.5,0.3,512.0,512.0,0.864765,0.934009,0.232257,0.089263,0.242222,185.95705073,4.90233559,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.3_k64,10000,10000,8.0,0.5,0.3,64.0,64.0,0.851408,0.423597,0.233686,0.097129,0.236008,135.05983062,0.51583287,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.4_k128,10000,10000,8.0,0.5,0.4,128.0,128.0,0.867581,0.491172,0.219193,0.091311,0.28326,160.6042054,1.86143732,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.4_k256,10000,10000,8.0,0.5,0.4,256.0,256.0,0.858051,0.759242,0.237922,0.104589,0.259937,191.16732867,4.27045453,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.4_k32,10000,10000,8.0,0.5,0.4,32.0,32.0,0.857473,0.368343,0.225112,0.073161,0.235426,76.32975296,0.52931906,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.4_k512,10000,10000,8.0,0.5,0.4,512.0,512.0,0.862816,0.93676,0.233707,0.093242,0.243671,138.50636049,3.44681456,10120.0,13850.0
runs_idc_ablate/idc_tr10000_te10000_imb8_a0.5_b0.4_k64,10000,10000,8.0,0.5,0.4,64.0,64.0,0.850253,0.427266,0.236357,0.099715,0.237184,142.75063542,1.81327968,10120.0,13850.0
runs_idc_ablate/idc_tr20000_te20000_imb1_a0.5_b0.1_k128,20000,20000,1.0,0.5,0.1,128.0,128.0,0.860939,0.627755,0.235615,0.105213,0.406803,2802.08089115,2.7206337,36000.0,13850.0
runs_idc_ablate/idc_tr20000_te20000_imb1_a0.5_b0.1_k256,20000,20000,1.0,0.5,0.1,256.0,256.0,0.85769,0.839261,0.247847,0.114259,0.419722,2703.53381044,3.07283347,36000.0,13850.0
runs_idc_ablate/idc_tr20000_te20000_imb1_a0.5_b0.1_k32,20000,20000,1.0,0.5,0.1,32.0,32.0,0.864332,0.336163,0.203225,0.051999,0.328962,294.27886422,0.64496401,36000.0,13850.0
runs_idc_ablate/idc_tr20000_te20000_imb1_a0.5_b0.1_k64,20000,20000,1.0,0.5,0.1,64.0,64.0,0.852852,0.48796,0.240552,0.097012,0.392122,1114.96387587,0.53651792,36000.0,13850.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.1_k128,2000,2000,1.0,0.1,0.1,128.0,128.0,0.84525,1.029544,0.265543,0.108567,0.434345,15.81004836,0.93298375,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.1_k256,2000,2000,1.0,0.1,0.1,256.0,256.0,0.8465,0.794888,0.255951,0.095871,0.413782,14.72318618,2.40013137,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.1_k32,2000,2000,1.0,0.1,0.1,32.0,32.0,0.84625,0.568857,0.259179,0.091768,0.404083,18.07006203,0.07825018,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.1_k512,2000,2000,1.0,0.1,0.1,512.0,512.0,0.84475,0.825924,0.257183,0.092594,0.399201,13.40889082,3.14596513,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.1_k64,2000,2000,1.0,0.1,0.1,64.0,64.0,0.84475,0.80604,0.263945,0.103663,0.421331,11.78550705,0.39757351,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.2_k128,2000,2000,1.0,0.1,0.2,128.0,128.0,0.84625,1.107057,0.277469,0.126079,0.449778,12.56411191,0.70798605,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.2_k256,2000,2000,1.0,0.1,0.2,256.0,256.0,0.8445,0.845476,0.265262,0.108875,0.427591,10.39320292,0.86096808,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.2_k32,2000,2000,1.0,0.1,0.2,32.0,32.0,0.846,0.617944,0.277162,0.119507,0.426685,17.12782432,0.08510704,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.2_k512,2000,2000,1.0,0.1,0.2,512.0,512.0,0.843,0.867906,0.264431,0.098831,0.409645,12.96035621,2.81017624,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.2_k64,2000,2000,1.0,0.1,0.2,64.0,64.0,0.8435,0.866575,0.280589,0.124443,0.441677,16.04897652,1.77277378,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.3_k128,2000,2000,1.0,0.1,0.3,128.0,128.0,0.84675,1.145543,0.287761,0.136899,0.454511,10.48870705,2.48061742,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.3_k256,2000,2000,1.0,0.1,0.3,256.0,256.0,0.84425,0.885126,0.274295,0.121155,0.433372,10.3987058,1.96952318,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.3_k32,2000,2000,1.0,0.1,0.3,32.0,32.0,0.84625,0.647457,0.290628,0.136213,0.429687,11.53977353,0.08449199,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.3_k512,2000,2000,1.0,0.1,0.3,512.0,512.0,0.84375,0.900144,0.272444,0.110079,0.413076,12.8018647,3.35715132,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.3_k64,2000,2000,1.0,0.1,0.3,64.0,64.0,0.84275,0.879289,0.291406,0.136552,0.445854,22.42221779,0.38552715,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.4_k128,2000,2000,1.0,0.1,0.4,128.0,128.0,0.84625,1.172181,0.296313,0.145882,0.455095,10.77862142,1.70333005,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.4_k256,2000,2000,1.0,0.1,0.4,256.0,256.0,0.84425,0.913378,0.283118,0.128222,0.434225,10.04380773,2.44313066,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.4_k32,2000,2000,1.0,0.1,0.4,32.0,32.0,0.8455,0.664806,0.305253,0.150838,0.421595,13.617753,1.38895122,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.4_k512,2000,2000,1.0,0.1,0.4,512.0,512.0,0.8425,0.917219,0.279208,0.115499,0.414597,13.6340828,3.6847206,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.4_k64,2000,2000,1.0,0.1,0.4,64.0,64.0,0.84325,0.903237,0.30239,0.148899,0.443874,12.51018478,1.41450471,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.5_k128,2000,2000,1.0,0.1,0.5,128.0,128.0,0.84625,1.188632,0.303515,0.153605,0.453542,11.3268056,1.83168313,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.5_k256,2000,2000,1.0,0.1,0.5,256.0,256.0,0.84375,0.944636,0.292442,0.137778,0.432722,9.40141538,0.87215025,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.5_k32,2000,2000,1.0,0.1,0.5,32.0,32.0,0.845,0.706612,0.318072,0.16292,0.411163,12.263641,0.09303758,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b0.5_k64,2000,2000,1.0,0.1,0.5,64.0,64.0,0.84325,0.917051,0.311528,0.158576,0.439813,18.53307706,1.653212,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.0_k128,2000,2000,1.0,0.1,1.0,128.0,128.0,0.846,1.163407,0.342275,0.192146,0.410278,8.5337408,0.60967175,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.0_k256,2000,2000,1.0,0.1,1.0,256.0,256.0,0.84075,0.984651,0.328228,0.173836,0.407374,24.20692531,2.06084622,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.0_k32,2000,2000,1.0,0.1,1.0,32.0,32.0,0.84375,0.706261,0.357305,0.200039,0.348087,31.83923247,1.10628496,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.0_k64,2000,2000,1.0,0.1,1.0,64.0,64.0,0.84325,0.853348,0.353603,0.200335,0.385916,59.44626568,2.50202641,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.5_k128,2000,2000,1.0,0.1,1.5,128.0,128.0,0.84575,1.109614,0.367047,0.216127,0.366509,12.69999625,0.9320718,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.5_k256,2000,2000,1.0,0.1,1.5,256.0,256.0,0.84025,0.990164,0.356334,0.202219,0.372009,32.63569978,2.02449223,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.5_k32,2000,2000,1.0,0.1,1.5,32.0,32.0,0.84075,0.716294,0.380536,0.220034,0.302686,26.36703226,0.10355469,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b1.5_k64,2000,2000,1.0,0.1,1.5,64.0,64.0,0.84275,0.825802,0.378118,0.223703,0.34311,45.66639056,2.28695317,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b2.0_k128,2000,2000,1.0,0.1,2.0,128.0,128.0,0.845,1.075733,0.382029,0.230455,0.332623,24.48721351,1.81334607,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b2.0_k256,2000,2000,1.0,0.1,2.0,256.0,256.0,0.83975,0.996305,0.375935,0.221155,0.341186,18.4195372,1.53040102,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b2.0_k32,2000,2000,1.0,0.1,2.0,32.0,32.0,0.83275,0.724114,0.391067,0.222116,0.277053,24.343725,1.06208651,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.1_b2.0_k64,2000,2000,1.0,0.1,2.0,64.0,64.0,0.84175,0.813277,0.387809,0.232004,0.315701,45.56495972,2.30911781,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.1_k128,2000,2000,1.0,0.2,0.1,128.0,128.0,0.8455,0.903316,0.263188,0.105869,0.429319,18.12304232,1.79667027,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.1_k256,2000,2000,1.0,0.2,0.1,256.0,256.0,0.846,0.714368,0.253846,0.092832,0.40947,9.35057707,0.55640302,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.1_k32,2000,2000,1.0,0.2,0.1,32.0,32.0,0.84625,0.501343,0.253483,0.079502,0.379998,19.53029523,0.11359235,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.1_k512,2000,2000,1.0,0.2,0.1,512.0,512.0,0.8445,0.746648,0.255319,0.09065,0.39607,12.39913331,1.55902715,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.1_k64,2000,2000,1.0,0.2,0.1,64.0,64.0,0.845,0.697898,0.259623,0.095055,0.407809,14.21517636,1.01537631,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.2_k128,2000,2000,1.0,0.2,0.2,128.0,128.0,0.84625,0.955231,0.273894,0.120249,0.443149,12.10055938,1.78909572,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.2_k256,2000,2000,1.0,0.2,0.2,256.0,256.0,0.84475,0.750565,0.261949,0.104957,0.421362,9.22244966,0.77470691,3600.0,4000.0
runs_idc_ablate/idc_tr2000_te2000_imb1_a0.2_b0.2_k32,2000,2000,1.0,0.2,0.2,32.0,32.0,0.8455,0.533853,0.268953,0.103409,0.399296,18.05286959,0.08146403,3600.0,4000.0
